"","Associatednumber","Sample","DNA_concentration_ng.uL","Station","StationNumber","Stromkilometer","Sample_type","Sample_date","Sat_O2_Perc","Temperature_TBDHereon","Salinity_PSU","Turbidity_NTU","pH","O2_uM","SPM_mgperL","DOC_mg.L","TN_mg.L","DIC_mg.L","Silicate_mg.L","Ammonium_mg.L","Nitrite_mg.L","Nitrate_mg.L","Total_DIN_uM","SRP_mgperL","TotalDissolvedPhosphate_mg.L","Ammonium_uM","Nitrite_uM","Nitrate_uM","SRP_uM","Phosphate_uM","Silicate_uM","DOC_uM.L","DIC_uM.L","RespirationRate_O2ug.L.h","POC_mgperL","PTC_mgperL","PTN_mgperL","PTH_mgperL","TEP_um2perL","CSP_um2perL","ParticleArea_um2perL","dCH4_uM","dCH4_nM","dCO2_uM","dCO2_nM","sampleid","AccessionNumber_TBDSven","data_type"
"115",60,"TH2",14,"Twielenfleth",3,651.323,"Heavy_fraction","Jul-21",57.16,21.97,0.4,26.49,7.58,155.6,32,6.9,1.173,18.86,NA,0.046,0.006,2.042,188.552,0.086,0.091807,0.463,0.289,187.8,NA,3.048,133.25,574.4877484,1570.266512,NA,1.895048086,1.834170894,3.619247277,0.9818902,681153681759145,549780595906012,507099266861864,NA,NA,NA,NA,"GROS22.1_SAMEA110290307_METAT.genecount.profile","SAMEA110290307","METAT"
"116",60,"TH2",14,"Twielenfleth",3,651.323,"Heavy_fraction","Jul-21",57.16,21.97,0.4,26.49,7.58,155.6,32,6.9,1.173,18.86,NA,0.046,0.006,2.042,188.552,0.086,0.091807,0.463,0.289,187.8,NA,3.048,133.25,574.4877484,1570.266512,NA,1.895048086,1.834170894,3.619247277,0.9818902,681153681759145,549780595906012,507099266861864,NA,NA,NA,NA,"GROS22.1_SAMEA110290307_METAG.genecount.profile","SAMEA110290307","METAG"
"117",61,"TF1",6.3,"Twielenfleth",3,651.323,"Free_living","Jul-21",57.16,21.97,0.4,26.49,7.58,155.6,NA,0.3657,0.00274,13.02,NA,0.041,0.007,2.178,188.552,0.099,0.107493,0.463,0.289,187.8,NA,3.048,133.25,30.44785067,1084.033404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROS22.1_SAMEA110290308_METAT.genecount.profile","SAMEA110290308","METAT"
"118",61,"TF1",6.3,"Twielenfleth",3,651.323,"Free_living","Jul-21",57.16,21.97,0.4,26.49,7.58,155.6,NA,0.3657,0.00274,13.02,NA,0.041,0.007,2.178,188.552,0.099,0.107493,0.463,0.289,187.8,NA,3.048,133.25,30.44785067,1084.033404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROS22.1_SAMEA110290308_METAG.genecount.profile","SAMEA110290308","METAG"
"119",62,"TF2",3.44,"Twielenfleth",3,651.323,"Free_living","Jul-21",57.16,21.97,0.4,26.49,7.58,155.6,NA,6.9,1.173,18.86,NA,0.046,0.006,2.042,188.552,0.086,0.091807,0.463,0.289,187.8,NA,3.048,133.25,574.4877484,1570.266512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROS22.1_SAMEA110290309_METAG.genecount.profile","SAMEA110290309","METAG"
"120",62,"TF2",3.44,"Twielenfleth",3,651.323,"Free_living","Jul-21",57.16,21.97,0.4,26.49,7.58,155.6,NA,6.9,1.173,18.86,NA,0.046,0.006,2.042,188.552,0.086,0.091807,0.463,0.289,187.8,NA,3.048,133.25,574.4877484,1570.266512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROS22.1_SAMEA110290309_METAT.genecount.profile","SAMEA110290309","METAT"
"121",63,"BbL1",126,"Brunsbuttel",5,691.997,"Light_fraction","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,102.75,3.212,0.487,11.19,NA,0.031,0.007,1.432,203.44,0.083,0.087578,0.396,0.213,202.831,NA,2.744,65.3,267.4282098,931.6692616,NA,6.18492637,14.26293705,4.161250668,3.9275608,540433357725604,280948455809019,382335168769186,NA,NA,NA,NA,"GROS22.1_SAMEA110290310_METAT.genecount.profile","SAMEA110290310","METAT"
"122",63,"BbL1",126,"Brunsbuttel",5,691.997,"Light_fraction","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,102.75,3.212,0.487,11.19,NA,0.031,0.007,1.432,203.44,0.083,0.087578,0.396,0.213,202.831,NA,2.744,65.3,267.4282098,931.6692616,NA,6.18492637,14.26293705,4.161250668,3.9275608,540433357725604,280948455809019,382335168769186,NA,NA,NA,NA,"GROS22.1_SAMEA110290310_METAG.genecount.profile","SAMEA110290310","METAG"
"123",64,"BbL2",30,"Brunsbuttel",5,691.997,"Light_fraction","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,102.75,4.289,0.6347,14.69,NA,0.024,0.007,1.295,203.44,0.074,0.083803,0.396,0.213,202.831,NA,2.744,65.3,357.0982541,1223.07609,NA,9.402580555,9.536117622,2.867119384,2.9456706,540433357725604,280948455809019,382335168769186,NA,NA,NA,NA,"GROS22.1_SAMEA110290311_METAG.genecount.profile","SAMEA110290311","METAG"
"124",64,"BbL2",30,"Brunsbuttel",5,691.997,"Light_fraction","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,102.75,4.289,0.6347,14.69,NA,0.024,0.007,1.295,203.44,0.074,0.083803,0.396,0.213,202.831,NA,2.744,65.3,357.0982541,1223.07609,NA,9.402580555,9.536117622,2.867119384,2.9456706,540433357725604,280948455809019,382335168769186,NA,NA,NA,NA,"GROS22.1_SAMEA110290311_METAT.genecount.profile","SAMEA110290311","METAT"
"125",65,"BbH1",34,"Brunsbuttel",5,691.997,"Heavy_fraction","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,380,3.212,0.487,11.19,NA,0.031,0.007,1.432,203.44,0.083,0.087578,0.396,0.213,202.831,NA,2.744,65.3,267.4282098,931.6692616,NA,23.47601279,39.63105225,3.996293114,10.99717024,70328207336245,280457649555796,136987141443255,NA,NA,NA,NA,"GROS22.1_SAMEA110290312_METAT.genecount.profile","SAMEA110290312","METAT"
"126",65,"BbH1",34,"Brunsbuttel",5,691.997,"Heavy_fraction","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,380,3.212,0.487,11.19,NA,0.031,0.007,1.432,203.44,0.083,0.087578,0.396,0.213,202.831,NA,2.744,65.3,267.4282098,931.6692616,NA,23.47601279,39.63105225,3.996293114,10.99717024,70328207336245,280457649555796,136987141443255,NA,NA,NA,NA,"GROS22.1_SAMEA110290312_METAG.genecount.profile","SAMEA110290312","METAG"
"127",66,"BbH2",86,"Brunsbuttel",5,691.997,"Heavy_fraction","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,380,4.289,0.6347,14.69,NA,0.024,0.007,1.295,203.44,0.074,0.083803,0.396,0.213,202.831,NA,2.744,65.3,357.0982541,1223.07609,NA,28.05653057,35.07213605,3.374756617,9.62252396,70328207336245,280457649555796,136987141443255,NA,NA,NA,NA,"GROS22.1_SAMEA110290313_METAT.genecount.profile","SAMEA110290313","METAT"
"128",66,"BbH2",86,"Brunsbuttel",5,691.997,"Heavy_fraction","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,380,4.289,0.6347,14.69,NA,0.024,0.007,1.295,203.44,0.074,0.083803,0.396,0.213,202.831,NA,2.744,65.3,357.0982541,1223.07609,NA,28.05653057,35.07213605,3.374756617,9.62252396,70328207336245,280457649555796,136987141443255,NA,NA,NA,NA,"GROS22.1_SAMEA110290313_METAG.genecount.profile","SAMEA110290313","METAG"
"129",67,"BbF1",2.81,"Brunsbuttel",5,691.997,"Free_living","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,NA,3.212,0.487,11.19,NA,0.031,0.007,1.432,203.44,0.083,0.087578,0.396,0.213,202.831,NA,2.744,65.3,267.4282098,931.6692616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROS22.1_SAMEA110290314_METAT.genecount.profile","SAMEA110290314","METAT"
"130",67,"BbF1",2.81,"Brunsbuttel",5,691.997,"Free_living","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,NA,3.212,0.487,11.19,NA,0.031,0.007,1.432,203.44,0.083,0.087578,0.396,0.213,202.831,NA,2.744,65.3,267.4282098,931.6692616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROS22.1_SAMEA110290314_METAG.genecount.profile","SAMEA110290314","METAG"
"131",68,"BbF2",1.12,"Brunsbuttel",5,691.997,"Free_living","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,NA,4.289,0.6347,14.69,NA,0.024,0.007,1.295,203.44,0.074,0.083803,0.396,0.213,202.831,NA,2.744,65.3,357.0982541,1223.07609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROS22.1_SAMEA110290315_METAG.genecount.profile","SAMEA110290315","METAG"
"132",68,"BbF2",1.12,"Brunsbuttel",5,691.997,"Free_living","Jul-21",73.37,22.19,1.39,78.37,7.91,197.64,NA,4.289,0.6347,14.69,NA,0.024,0.007,1.295,203.44,0.074,0.083803,0.396,0.213,202.831,NA,2.744,65.3,357.0982541,1223.07609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GROS22.1_SAMEA110290315_METAT.genecount.profile","SAMEA110290315","METAT"
"133",85,"ML1",11,"Muhlenberger Loch",2,633,"Light_fraction","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,40.8,10.3,4.078,21.97,4.619,0.134,0.02,2.935,NA,0.03,0.052578,NA,NA,NA,NA,NA,NA,857.5686679,1829.202295,19.9850109,7.930727145,9.140415872,1.631901512,1.9637804,234121246420939,188855220628572,579723591074948,1.163990292,1163.990292,86.73112606,86731.12606,"GROS22.1_SAMEA110290328_METAT.genecount.profile","SAMEA110290328","METAT"
"134",85,"ML1",11,"Muhlenberger Loch",2,633,"Light_fraction","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,40.8,10.3,4.078,21.97,4.619,0.134,0.02,2.935,NA,0.03,0.052578,NA,NA,NA,NA,NA,NA,857.5686679,1829.202295,19.9850109,7.930727145,9.140415872,1.631901512,1.9637804,234121246420939,188855220628572,579723591074948,1.163990292,1163.990292,86.73112606,86731.12606,"GROS22.1_SAMEA110290328_METAG.genecount.profile","SAMEA110290328","METAG"
"135",86,"ML2",9.3,"Muhlenberger Loch",2,633,"Light_fraction","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,40.8,10.34,4.08,21.92,4.664,0.137,0.02,2.954,NA,0.032,0.05432,NA,NA,NA,NA,NA,NA,860.8990317,1825.03934,NA,7.861994831,8.781044059,3.619247277,1.86559138,234121246420939,188855220628572,579723591074948,0.873768084,873.7680836,83.74991691,83749.91691,"GROS22.1_SAMEA110290329_METAT.genecount.profile","SAMEA110290329","METAT"
"136",86,"ML2",9.3,"Muhlenberger Loch",2,633,"Light_fraction","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,40.8,10.34,4.08,21.92,4.664,0.137,0.02,2.954,NA,0.032,0.05432,NA,NA,NA,NA,NA,NA,860.8990317,1825.03934,NA,7.861994831,8.781044059,3.619247277,1.86559138,234121246420939,188855220628572,579723591074948,0.873768084,873.7680836,83.74991691,83749.91691,"GROS22.1_SAMEA110290329_METAG.genecount.profile","SAMEA110290329","METAG"
"137",87,"MH1",156,"Muhlenberger Loch",2,633,"Heavy_fraction","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,69.6,10.3,4.078,21.97,4.619,0.134,0.02,2.935,NA,0.03,0.052578,NA,NA,NA,NA,NA,NA,857.5686679,1829.202295,21.48116297,11.03840963,13.18089404,4.12197506,2.4547255,235110194542676,198343528991859,815483196278441,1.163990292,1163.990292,86.73112606,86731.12606,"GROS22.1_SAMEA110290330_METAG.genecount.profile","SAMEA110290330","METAG"
"138",87,"MH1",156,"Muhlenberger Loch",2,633,"Heavy_fraction","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,69.6,10.3,4.078,21.97,4.619,0.134,0.02,2.935,NA,0.03,0.052578,NA,NA,NA,NA,NA,NA,857.5686679,1829.202295,21.48116297,11.03840963,13.18089404,4.12197506,2.4547255,235110194542676,198343528991859,815483196278441,1.163990292,1163.990292,86.73112606,86731.12606,"GROS22.1_SAMEA110290330_METAT.genecount.profile","SAMEA110290330","METAT"
"139",88,"MH2",44,"Muhlenberger Loch",2,633,"Heavy_fraction","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,69.6,10.34,4.08,21.92,4.664,0.137,0.02,2.954,NA,0.032,0.05432,NA,NA,NA,NA,NA,NA,860.8990317,1825.03934,NA,10.62994331,13.23195234,1.483636092,2.4547255,235110194542676,198343528991859,815483196278441,0.873768084,873.7680836,83.74991691,83749.91691,"GROS22.1_SAMEA110290331_METAT.genecount.profile","SAMEA110290331","METAT"
"140",88,"MH2",44,"Muhlenberger Loch",2,633,"Heavy_fraction","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,69.6,10.34,4.08,21.92,4.664,0.137,0.02,2.954,NA,0.032,0.05432,NA,NA,NA,NA,NA,NA,860.8990317,1825.03934,NA,10.62994331,13.23195234,1.483636092,2.4547255,235110194542676,198343528991859,815483196278441,0.873768084,873.7680836,83.74991691,83749.91691,"GROS22.1_SAMEA110290331_METAG.genecount.profile","SAMEA110290331","METAG"
"141",89,"MF1",0.037,"Muhlenberger Loch",2,633,"Free_living","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,NA,10.3,4.078,21.97,4.619,0.134,0.02,2.935,NA,0.03,0.052578,NA,NA,NA,NA,NA,NA,857.5686679,1829.202295,NA,NA,NA,NA,NA,NA,NA,NA,1.163990292,1163.990292,86.73112606,86731.12606,"GROS22.1_SAMEA110290332_METAG.genecount.profile","SAMEA110290332","METAG"
"142",89,"MF1",0.037,"Muhlenberger Loch",2,633,"Free_living","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,NA,10.3,4.078,21.97,4.619,0.134,0.02,2.935,NA,0.03,0.052578,NA,NA,NA,NA,NA,NA,857.5686679,1829.202295,NA,NA,NA,NA,NA,NA,NA,NA,1.163990292,1163.990292,86.73112606,86731.12606,"GROS22.1_SAMEA110290332_METAT.genecount.profile","SAMEA110290332","METAT"
"143",90,"MF2",9.8,"Muhlenberger Loch",2,633,"Free_living","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,NA,10.34,4.08,21.92,4.664,0.137,0.02,2.954,NA,0.032,0.05432,NA,NA,NA,NA,NA,NA,860.8990317,1825.03934,NA,NA,NA,NA,NA,NA,NA,NA,0.873768084,873.7680836,83.74991691,83749.91691,"GROS22.1_SAMEA110290333_METAT.genecount.profile","SAMEA110290333","METAT"
"144",90,"MF2",9.8,"Muhlenberger Loch",2,633,"Free_living","Feb-22",92.82,5.52650405,0.31390005,50.052827,NA,364.35,NA,10.34,4.08,21.92,4.664,0.137,0.02,2.954,NA,0.032,0.05432,NA,NA,NA,NA,NA,NA,860.8990317,1825.03934,NA,NA,NA,NA,NA,NA,NA,NA,0.873768084,873.7680836,83.74991691,83749.91691,"GROS22.1_SAMEA110290333_METAG.genecount.profile","SAMEA110290333","METAG"
"145",91,"SchL1",16,"Schwarztonnensand",4,665,"Light_fraction","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,53.6,10.14,3.883,22.63,4.694,0.042,0.033,2.958,NA,0.046,0.048012,NA,NA,NA,NA,NA,NA,844.2472129,1884.153297,16.27332543,8.156561891,9.248423794,3.202925832,2.35653648,NA,491282293834657,604749219548331,0.06388202,63.88201973,84.42093802,84420.93802,"GROS22.1_SAMEA110290334_METAG.genecount.profile","SAMEA110290334","METAG"
"146",91,"SchL1",16,"Schwarztonnensand",4,665,"Light_fraction","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,53.6,10.14,3.883,22.63,4.694,0.042,0.033,2.958,NA,0.046,0.048012,NA,NA,NA,NA,NA,NA,844.2472129,1884.153297,16.27332543,8.156561891,9.248423794,3.202925832,2.35653648,NA,491282293834657,604749219548331,0.06388202,63.88201973,84.42093802,84420.93802,"GROS22.1_SAMEA110290334_METAT.genecount.profile","SAMEA110290334","METAT"
"147",92,"SchL2",9.5,"Schwarztonnensand",4,665,"Light_fraction","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,53.6,9.698,3.777,20.07,4.691,0.04,0.033,2.926,NA,0.044,0.052851,NA,NA,NA,NA,NA,NA,807.4466934,1671.010016,NA,7.934654706,10.57692123,4.51767681,2.25834746,NA,491282293834657,604749219548331,0.065063645,65.06364461,83.64608492,83646.08492,"GROS22.1_SAMEA110290335_METAT.genecount.profile","SAMEA110290335","METAT"
"148",92,"SchL2",9.5,"Schwarztonnensand",4,665,"Light_fraction","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,53.6,9.698,3.777,20.07,4.691,0.04,0.033,2.926,NA,0.044,0.052851,NA,NA,NA,NA,NA,NA,807.4466934,1671.010016,NA,7.934654706,10.57692123,4.51767681,2.25834746,NA,491282293834657,604749219548331,0.065063645,65.06364461,83.64608492,83646.08492,"GROS22.1_SAMEA110290335_METAG.genecount.profile","SAMEA110290335","METAG"
"149",93,"SchH1",15,"Schwarztonnensand",4,665,"Heavy_fraction","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,66.4,10.14,3.883,22.63,4.694,0.042,0.033,2.958,NA,0.046,0.048012,NA,NA,NA,NA,NA,NA,844.2472129,1884.153297,-1.704086412,9.291626963,11.66681936,3.495529112,2.35653648,NA,416329835017386,536421713183542,0.06388202,63.88201973,84.42093802,84420.93802,"GROS22.1_SAMEA110290336_METAG.genecount.profile","SAMEA110290336","METAG"
"150",93,"SchH1",15,"Schwarztonnensand",4,665,"Heavy_fraction","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,66.4,10.14,3.883,22.63,4.694,0.042,0.033,2.958,NA,0.046,0.048012,NA,NA,NA,NA,NA,NA,844.2472129,1884.153297,-1.704086412,9.291626963,11.66681936,3.495529112,2.35653648,NA,416329835017386,536421713183542,0.06388202,63.88201973,84.42093802,84420.93802,"GROS22.1_SAMEA110290336_METAT.genecount.profile","SAMEA110290336","METAT"
"151",94,"SchH2",24,"Schwarztonnensand",4,665,"Heavy_fraction","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,66.4,9.698,3.777,20.07,4.691,0.04,0.033,2.926,NA,0.044,0.052851,NA,NA,NA,NA,NA,NA,807.4466934,1671.010016,NA,9.483095552,11.45374918,4.381194072,2.35653648,NA,416329835017386,536421713183542,0.065063645,65.06364461,83.64608492,83646.08492,"GROS22.1_SAMEA110290337_METAT.genecount.profile","SAMEA110290337","METAT"
"152",94,"SchH2",24,"Schwarztonnensand",4,665,"Heavy_fraction","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,66.4,9.698,3.777,20.07,4.691,0.04,0.033,2.926,NA,0.044,0.052851,NA,NA,NA,NA,NA,NA,807.4466934,1671.010016,NA,9.483095552,11.45374918,4.381194072,2.35653648,NA,416329835017386,536421713183542,0.065063645,65.06364461,83.64608492,83646.08492,"GROS22.1_SAMEA110290337_METAG.genecount.profile","SAMEA110290337","METAG"
"153",95,"SchF1",1.17,"Schwarztonnensand",4,665,"Free_living","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,NA,10.14,3.883,22.63,4.694,0.042,0.033,2.958,NA,0.046,0.048012,NA,NA,NA,NA,NA,NA,844.2472129,1884.153297,NA,NA,NA,NA,NA,NA,NA,NA,0.06388202,63.88201973,84.42093802,84420.93802,"GROS22.1_SAMEA110290338_METAT.genecount.profile","SAMEA110290338","METAT"
"154",95,"SchF1",1.17,"Schwarztonnensand",4,665,"Free_living","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,NA,10.14,3.883,22.63,4.694,0.042,0.033,2.958,NA,0.046,0.048012,NA,NA,NA,NA,NA,NA,844.2472129,1884.153297,NA,NA,NA,NA,NA,NA,NA,NA,0.06388202,63.88201973,84.42093802,84420.93802,"GROS22.1_SAMEA110290338_METAG.genecount.profile","SAMEA110290338","METAG"
"155",96,"SchF2",4.53,"Schwarztonnensand",4,665,"Free_living","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,NA,9.698,3.777,20.07,4.691,0.04,0.033,2.926,NA,0.044,0.052851,NA,NA,NA,NA,NA,NA,807.4466934,1671.010016,NA,NA,NA,NA,NA,NA,NA,NA,0.065063645,65.06364461,83.64608492,83646.08492,"GROS22.1_SAMEA110290339_METAT.genecount.profile","SAMEA110290339","METAT"
"156",96,"SchF2",4.53,"Schwarztonnensand",4,665,"Free_living","Feb-22",89.53,5.7669156,0.413464533,51.6223434,NA,349.05,NA,9.698,3.777,20.07,4.691,0.04,0.033,2.926,NA,0.044,0.052851,NA,NA,NA,NA,NA,NA,807.4466934,1671.010016,NA,NA,NA,NA,NA,NA,NA,NA,0.065063645,65.06364461,83.64608492,83646.08492,"GROS22.1_SAMEA110290339_METAG.genecount.profile","SAMEA110290339","METAG"
"157",97,"MGL1",46,"Meedem Grund",6,712,"Light_fraction","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,176.6666667,9.273,3.18,22.42,4.552,0.037,0.006,1.949,NA,0.052,0.044825,NA,NA,NA,NA,NA,NA,772.0615784,1866.668887,12.04666991,11.51953583,14.94436884,4.22212786,3.73118276,111108572159613,NA,194585819378981,0.032874821,32.87482116,69.99071596,69990.71596,"GROS22.1_SAMEA110290340_METAG.genecount.profile","SAMEA110290340","METAG"
"158",97,"MGL1",46,"Meedem Grund",6,712,"Light_fraction","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,176.6666667,9.273,3.18,22.42,4.552,0.037,0.006,1.949,NA,0.052,0.044825,NA,NA,NA,NA,NA,NA,772.0615784,1866.668887,12.04666991,11.51953583,14.94436884,4.22212786,3.73118276,111108572159613,NA,194585819378981,0.032874821,32.87482116,69.99071596,69990.71596,"GROS22.1_SAMEA110290340_METAT.genecount.profile","SAMEA110290340","METAT"
"159",98,"MGH1",0.545,"Meedem Grund",6,712,"Heavy_fraction","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,288.6666667,9.273,3.18,22.42,4.552,0.037,0.006,1.949,NA,0.052,0.044825,NA,NA,NA,NA,NA,NA,772.0615784,1866.668887,3.39284916,19.36091096,24.57082036,5.266859033,5.98953022,111108572159613,NA,194585819378981,0.032874821,32.87482116,69.99071596,69990.71596,NA,NA,NA
"160",99,"MGL2",21,"Meedem Grund",6,712,"Light_fraction","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,176.6666667,9.718,3.36,23.47,4.792,0.012,0.007,2.047,NA,0.054,0.040838,NA,NA,NA,NA,NA,NA,809.1118752,1954.090936,NA,11.56666656,14.37683631,4.286932613,3.73118276,853565626090487,512715102424229,314035397349406,0.039182482,39.18248201,73.06879729,73068.79729,"GROS22.1_SAMEA110290342_METAG.genecount.profile","SAMEA110290342","METAG"
"161",99,"MGL2",21,"Meedem Grund",6,712,"Light_fraction","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,176.6666667,9.718,3.36,23.47,4.792,0.012,0.007,2.047,NA,0.054,0.040838,NA,NA,NA,NA,NA,NA,809.1118752,1954.090936,NA,11.56666656,14.37683631,4.286932613,3.73118276,853565626090487,512715102424229,314035397349406,0.039182482,39.18248201,73.06879729,73068.79729,"GROS22.1_SAMEA110290342_METAT.genecount.profile","SAMEA110290342","METAT"
"162",100,"MGH2",41,"Meedem Grund",6,712,"Heavy_fraction","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,288.6666667,9.718,3.36,23.47,4.792,0.012,0.007,2.047,NA,0.054,0.040838,NA,NA,NA,NA,NA,NA,809.1118752,1954.090936,NA,19.42277005,25.49968849,4.701290278,6.67685336,853565626090487,512715102424229,314035397349406,0.039182482,39.18248201,73.06879729,73068.79729,"GROS22.1_SAMEA110290343_METAG.genecount.profile","SAMEA110290343","METAG"
"163",100,"MGH2",41,"Meedem Grund",6,712,"Heavy_fraction","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,288.6666667,9.718,3.36,23.47,4.792,0.012,0.007,2.047,NA,0.054,0.040838,NA,NA,NA,NA,NA,NA,809.1118752,1954.090936,NA,19.42277005,25.49968849,4.701290278,6.67685336,853565626090487,512715102424229,314035397349406,0.039182482,39.18248201,73.06879729,73068.79729,"GROS22.1_SAMEA110290343_METAT.genecount.profile","SAMEA110290343","METAT"
"164",101,"MGF1",44,"Meedem Grund",6,712,"Free_living","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,NA,9.273,3.18,22.42,4.552,0.037,0.006,1.949,NA,0.052,0.044825,NA,NA,NA,NA,NA,NA,772.0615784,1866.668887,NA,NA,NA,NA,NA,NA,NA,NA,0.032874821,32.87482116,69.99071596,69990.71596,"GROS22.1_SAMEA110290344_METAT.genecount.profile","SAMEA110290344","METAT"
"165",101,"MGF1",44,"Meedem Grund",6,712,"Free_living","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,NA,9.273,3.18,22.42,4.552,0.037,0.006,1.949,NA,0.052,0.044825,NA,NA,NA,NA,NA,NA,772.0615784,1866.668887,NA,NA,NA,NA,NA,NA,NA,NA,0.032874821,32.87482116,69.99071596,69990.71596,"GROS22.1_SAMEA110290344_METAG.genecount.profile","SAMEA110290344","METAG"
"166",102,"MGF2",0.341,"Meedem Grund",6,712,"Free_living","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,NA,9.718,3.36,23.47,4.792,0.012,0.007,2.047,NA,0.054,0.040838,NA,NA,NA,NA,NA,NA,809.1118752,1954.090936,NA,NA,NA,NA,NA,NA,NA,NA,0.039182482,39.18248201,73.06879729,73068.79729,"GROS22.1_SAMEA110290345_METAG.genecount.profile","SAMEA110290345","METAG"
"167",102,"MGF2",0.341,"Meedem Grund",6,712,"Free_living","Feb-22",91.03,5.5527025,2.7088208,172.2805376,NA,351.52,NA,9.718,3.36,23.47,4.792,0.012,0.007,2.047,NA,0.054,0.040838,NA,NA,NA,NA,NA,NA,809.1118752,1954.090936,NA,NA,NA,NA,NA,NA,NA,NA,0.039182482,39.18248201,73.06879729,73068.79729,"GROS22.1_SAMEA110290345_METAT.genecount.profile","SAMEA110290345","METAT"
"168",103,"TL1",23,"Twielenfleth",3,651,"Light_fraction","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,64,10.33,4.042,22.33,4.501,0.085,0.033,2.989,NA,0.045,0.049112,NA,NA,NA,NA,NA,NA,860.0664408,1859.175568,16.8695541,10.29217308,12.32272201,2.579425555,2.55291452,544688695010881,162960070592368,101217189791951,0.12094521,120.9452096,84.93286456,84932.86456,"GROS22.1_SAMEA110290346_METAT.genecount.profile","SAMEA110290346","METAT"
"169",103,"TL1",23,"Twielenfleth",3,651,"Light_fraction","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,64,10.33,4.042,22.33,4.501,0.085,0.033,2.989,NA,0.045,0.049112,NA,NA,NA,NA,NA,NA,860.0664408,1859.175568,16.8695541,10.29217308,12.32272201,2.579425555,2.55291452,544688695010881,162960070592368,101217189791951,0.12094521,120.9452096,84.93286456,84932.86456,"GROS22.1_SAMEA110290346_METAG.genecount.profile","SAMEA110290346","METAG"
