genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
GROS22-1_SAMEA110290306_MAG_00000035.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-1_SAMEA110290307_MAG_00000108.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-1_SAMEA110290310_MAG_00000084.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-1_SAMEA110290311_MAG_00000035.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-1_SAMEA110290312_MAG_00000085.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-1_SAMEA110290313_MAG_00000059.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-2_SAMEA112714810_MAG_00000252.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-2_SAMEA112714811_MAG_00000326.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-2_SAMEA112714812_MAG_00000132.fa,751_1,0.010000000000000009,average,ANImf,751
GROS22-2_SAMEA112714811_MAG_00000339.fa,752_0,0.010000000000000009,average,ANImf,752
GROS22-2_SAMEA112714807_MAG_00000174.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714810_MAG_00000201.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714811_MAG_00000273.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714812_MAG_00000080.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714821_MAG_00000303.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714822_MAG_00000043.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714823_MAG_00000107.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714824_MAG_00000103.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714825_MAG_00000393.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714826_MAG_00000251.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714839_MAG_00000135.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714840_MAG_00000124.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714841_MAG_00000218.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714842_MAG_00000199.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714851_MAG_00000061.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714852_MAG_00000199.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714853_MAG_00000140.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714854_MAG_00000215.fa,753_1,0.010000000000000009,average,ANImf,753
GROS22-2_SAMEA112714830_MAG_00000237.fa,754_0,0.010000000000000009,average,ANImf,754
GROS22-2_SAMEA112714845_MAG_00000212.fa,755_0,0.010000000000000009,average,ANImf,755
GROS22-2_SAMEA112714849_MAG_00000267.fa,756_1,0.010000000000000009,average,ANImf,756
GROS22-2_SAMEA112714850_MAG_00000217.fa,756_1,0.010000000000000009,average,ANImf,756
GROS22-2_SAMEA112714861_MAG_00000271.fa,756_1,0.010000000000000009,average,ANImf,756
GROS22-2_SAMEA112714862_MAG_00000069.fa,756_1,0.010000000000000009,average,ANImf,756
GROS22-2_SAMEA112714811_MAG_00000151.fa,757_1,0.010000000000000009,average,ANImf,757
GROS22-2_SAMEA112714839_MAG_00000055.fa,757_1,0.010000000000000009,average,ANImf,757
GROS22-1_SAMEA110290298_MAG_00000118.fa,758_1,0.010000000000000009,average,ANImf,758
GROS22-1_SAMEA110290299_MAG_00000102.fa,758_1,0.010000000000000009,average,ANImf,758
GROS22-2_SAMEA112714810_MAG_00000218.fa,758_1,0.010000000000000009,average,ANImf,758
GROS22-2_SAMEA112714811_MAG_00000045.fa,758_1,0.010000000000000009,average,ANImf,758
GROS22-2_SAMEA112714825_MAG_00000128.fa,759_1,0.010000000000000009,average,ANImf,759
GROS22-2_SAMEA112714826_MAG_00000013.fa,759_1,0.010000000000000009,average,ANImf,759
GROS22-1_SAMEA110290298_MAG_00000056.fa,760_1,0.010000000000000009,average,ANImf,760
GROS22-1_SAMEA110290303_MAG_00000170.fa,760_2,0.010000000000000009,average,ANImf,760
GROS22-2_SAMEA112714807_MAG_00000114.fa,761_1,0.010000000000000009,average,ANImf,761
GROS22-2_SAMEA112714812_MAG_00000092.fa,761_2,0.010000000000000009,average,ANImf,761
GROS22-2_SAMEA112714813_MAG_00000098.fa,761_3,0.010000000000000009,average,ANImf,761
GROS22-2_SAMEA112714811_MAG_00000357.fa,761_4,0.010000000000000009,average,ANImf,761
GROS22-2_SAMEA112714775_MAG_00000093.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714776_MAG_00000089.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714777_MAG_00000102.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714778_MAG_00000074.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714794_MAG_00000144.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714795_MAG_00000037.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714796_MAG_00000178.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714807_MAG_00000161.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714811_MAG_00000134.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714812_MAG_00000057.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714822_MAG_00000203.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-2_SAMEA112714853_MAG_00000196.fa,762_1,0.010000000000000009,average,ANImf,762
GROS22-1_SAMEA110290287_MAG_00000051.fa,762_2,0.010000000000000009,average,ANImf,762
GROS22-1_SAMEA110290276_MAG_00000116.fa,763_1,0.010000000000000009,average,ANImf,763
GROS22-1_SAMEA110290277_MAG_00000067.fa,763_2,0.010000000000000009,average,ANImf,763
GROS22-1_SAMEA110290274_MAG_00000156.fa,763_3,0.010000000000000009,average,ANImf,763
GROS22-2_SAMEA112714830_MAG_00000002.fa,764_0,0.010000000000000009,average,ANImf,764
GROS22-1_SAMEA110290256_MAG_00000045.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290257_MAG_00000020.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290259_MAG_00000041.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290260_MAG_00000255.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290261_MAG_00000074.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290278_MAG_00000033.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290280_MAG_00000010.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290281_MAG_00000017.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290282_MAG_00000022.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290283_MAG_00000100.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714776_MAG_00000148.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714781_MAG_00000097.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714782_MAG_00000204.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714783_MAG_00000090.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714784_MAG_00000037.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714785_MAG_00000077.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714786_MAG_00000144.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714793_MAG_00000050.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714794_MAG_00000077.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714795_MAG_00000069.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714796_MAG_00000122.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714797_MAG_00000223.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714798_MAG_00000125.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714799_MAG_00000046.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714800_MAG_00000024.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714801_MAG_00000091.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714802_MAG_00000133.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714803_MAG_00000215.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714810_MAG_00000001.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714811_MAG_00000270.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714812_MAG_00000103.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714814_MAG_00000276.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714815_MAG_00000203.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714821_MAG_00000105.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714822_MAG_00000107.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714825_MAG_00000103.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714826_MAG_00000068.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714828_MAG_00000133.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714830_MAG_00000072.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714852_MAG_00000232.fa,765_1,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290274_MAG_00000101.fa,765_2,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290275_MAG_00000007.fa,765_3,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290284_MAG_00000075.fa,765_4,0.010000000000000009,average,ANImf,765
GROS22-1_SAMEA110290276_MAG_00000046.fa,765_5,0.010000000000000009,average,ANImf,765
GROS22-2_SAMEA112714785_MAG_00000049.fa,766_1,0.010000000000000009,average,ANImf,766
GROS22-2_SAMEA112714786_MAG_00000029.fa,766_1,0.010000000000000009,average,ANImf,766
GROS22-2_SAMEA112714803_MAG_00000127.fa,766_1,0.010000000000000009,average,ANImf,766
GROS22-2_SAMEA112714804_MAG_00000278.fa,766_1,0.010000000000000009,average,ANImf,766
GROS22-2_SAMEA112714814_MAG_00000397.fa,766_1,0.010000000000000009,average,ANImf,766
GROS22-1_SAMEA110290284_MAG_00000233.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290285_MAG_00000226.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290298_MAG_00000140.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290299_MAG_00000017.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290300_MAG_00000075.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290301_MAG_00000130.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290302_MAG_00000174.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290303_MAG_00000090.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290310_MAG_00000064.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290311_MAG_00000145.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290312_MAG_00000079.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290313_MAG_00000115.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290314_MAG_00000108.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-1_SAMEA110290315_MAG_00000258.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714785_MAG_00000043.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714786_MAG_00000161.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714792_MAG_00000032.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714793_MAG_00000070.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714799_MAG_00000024.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714801_MAG_00000083.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714802_MAG_00000177.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714803_MAG_00000102.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714804_MAG_00000250.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714810_MAG_00000149.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714811_MAG_00000375.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714812_MAG_00000241.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714814_MAG_00000036.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714815_MAG_00000160.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714827_MAG_00000054.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714828_MAG_00000135.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714829_MAG_00000214.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714830_MAG_00000238.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714831_MAG_00000203.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714832_MAG_00000177.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714839_MAG_00000222.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714840_MAG_00000083.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714841_MAG_00000185.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714842_MAG_00000099.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714845_MAG_00000199.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714857_MAG_00000113.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714858_MAG_00000074.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714859_MAG_00000059.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714860_MAG_00000102.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714861_MAG_00000312.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714862_MAG_00000194.fa,767_1,0.010000000000000009,average,ANImf,767
GROS22-2_SAMEA112714775_MAG_00000074.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714776_MAG_00000095.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714777_MAG_00000089.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714778_MAG_00000081.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714780_MAG_00000090.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714782_MAG_00000197.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714794_MAG_00000092.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714795_MAG_00000105.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714796_MAG_00000073.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714797_MAG_00000035.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714798_MAG_00000220.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714807_MAG_00000184.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714810_MAG_00000020.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714811_MAG_00000197.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714812_MAG_00000300.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714814_MAG_00000470.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714815_MAG_00000098.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714821_MAG_00000298.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714822_MAG_00000270.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714824_MAG_00000162.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714825_MAG_00000167.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-2_SAMEA112714826_MAG_00000104.fa,768_1,0.010000000000000009,average,ANImf,768
GROS22-1_SAMEA110290296_MAG_00000143.fa,769_1,0.010000000000000009,average,ANImf,769
GROS22-1_SAMEA110290315_MAG_00000228.fa,769_2,0.010000000000000009,average,ANImf,769
GROS22-1_SAMEA110290291_MAG_00000064.fa,769_3,0.010000000000000009,average,ANImf,769
GROS22-2_SAMEA112714799_MAG_00000128.fa,770_1,0.010000000000000009,average,ANImf,770
GROS22-2_SAMEA112714802_MAG_00000058.fa,770_1,0.010000000000000009,average,ANImf,770
GROS22-2_SAMEA112714860_MAG_00000291.fa,770_1,0.010000000000000009,average,ANImf,770
GROS22-1_SAMEA110290310_MAG_00000088.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-1_SAMEA110290311_MAG_00000108.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-1_SAMEA110290312_MAG_00000069.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-1_SAMEA110290313_MAG_00000070.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-1_SAMEA110290314_MAG_00000085.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-1_SAMEA110290315_MAG_00000134.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714785_MAG_00000137.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714786_MAG_00000124.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714798_MAG_00000095.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714810_MAG_00000074.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714811_MAG_00000168.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714812_MAG_00000184.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714814_MAG_00000473.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714815_MAG_00000329.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714825_MAG_00000392.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714826_MAG_00000058.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714851_MAG_00000097.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714852_MAG_00000141.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714853_MAG_00000162.fa,771_1,0.010000000000000009,average,ANImf,771
GROS22-2_SAMEA112714810_MAG_00000262.fa,772_1,0.010000000000000009,average,ANImf,772
GROS22-2_SAMEA112714814_MAG_00000390.fa,772_1,0.010000000000000009,average,ANImf,772
GROS22-2_SAMEA112714815_MAG_00000105.fa,772_1,0.010000000000000009,average,ANImf,772
GROS22-2_SAMEA112714851_MAG_00000137.fa,772_1,0.010000000000000009,average,ANImf,772
GROS22-2_SAMEA112714852_MAG_00000103.fa,772_1,0.010000000000000009,average,ANImf,772
GROS22-2_SAMEA112714853_MAG_00000145.fa,772_1,0.010000000000000009,average,ANImf,772
GROS22-2_SAMEA112714854_MAG_00000229.fa,772_1,0.010000000000000009,average,ANImf,772
GROS22-2_SAMEA112714810_MAG_00000078.fa,773_1,0.010000000000000009,average,ANImf,773
GROS22-2_SAMEA112714811_MAG_00000145.fa,773_1,0.010000000000000009,average,ANImf,773
GROS22-2_SAMEA112714812_MAG_00000230.fa,773_1,0.010000000000000009,average,ANImf,773
GROS22-2_SAMEA112714813_MAG_00000123.fa,773_1,0.010000000000000009,average,ANImf,773
GROS22-2_SAMEA112714812_MAG_00000205.fa,774_0,0.010000000000000009,average,ANImf,774
GROS22-1_SAMEA110290259_MAG_00000083.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290282_MAG_00000086.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290298_MAG_00000023.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290310_MAG_00000061.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290311_MAG_00000010.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290312_MAG_00000052.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290313_MAG_00000045.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-2_SAMEA112714782_MAG_00000171.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-2_SAMEA112714810_MAG_00000120.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-2_SAMEA112714811_MAG_00000001.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-2_SAMEA112714812_MAG_00000037.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-2_SAMEA112714813_MAG_00000112.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-2_SAMEA112714822_MAG_00000145.fa,775_1,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290300_MAG_00000077.fa,775_2,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290281_MAG_00000074.fa,775_3,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290257_MAG_00000113.fa,775_4,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290283_MAG_00000006.fa,775_5,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290280_MAG_00000116.fa,775_6,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290299_MAG_00000069.fa,775_7,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290256_MAG_00000144.fa,775_8,0.010000000000000009,average,ANImf,775
GROS22-1_SAMEA110290301_MAG_00000052.fa,775_9,0.010000000000000009,average,ANImf,775
GROS22-2_SAMEA112714781_MAG_00000011.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714782_MAG_00000046.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714783_MAG_00000112.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714784_MAG_00000062.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714793_MAG_00000108.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714794_MAG_00000163.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714795_MAG_00000109.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714796_MAG_00000082.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714799_MAG_00000116.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714800_MAG_00000050.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714802_MAG_00000106.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714807_MAG_00000031.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714810_MAG_00000233.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714811_MAG_00000392.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714812_MAG_00000279.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714813_MAG_00000264.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714814_MAG_00000249.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714821_MAG_00000296.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714822_MAG_00000051.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714823_MAG_00000038.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714824_MAG_00000124.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714839_MAG_00000243.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714841_MAG_00000054.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714842_MAG_00000068.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714851_MAG_00000233.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714852_MAG_00000257.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714853_MAG_00000060.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714854_MAG_00000149.fa,776_1,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714776_MAG_00000142.fa,776_2,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714778_MAG_00000004.fa,776_3,0.010000000000000009,average,ANImf,776
GROS22-1_SAMEA110290282_MAG_00000031.fa,776_4,0.010000000000000009,average,ANImf,776
GROS22-1_SAMEA110290281_MAG_00000118.fa,776_5,0.010000000000000009,average,ANImf,776
GROS22-1_SAMEA110290280_MAG_00000141.fa,776_6,0.010000000000000009,average,ANImf,776
GROS22-1_SAMEA110290257_MAG_00000065.fa,776_7,0.010000000000000009,average,ANImf,776
GROS22-1_SAMEA110290283_MAG_00000022.fa,776_8,0.010000000000000009,average,ANImf,776
GROS22-1_SAMEA110290256_MAG_00000145.fa,776_9,0.010000000000000009,average,ANImf,776
GROS22-2_SAMEA112714811_MAG_00000173.fa,777_1,0.010000000000000009,average,ANImf,777
GROS22-2_SAMEA112714813_MAG_00000161.fa,777_1,0.010000000000000009,average,ANImf,777
GROS22-2_SAMEA112714781_MAG_00000094.fa,778_1,0.010000000000000009,average,ANImf,778
GROS22-2_SAMEA112714782_MAG_00000012.fa,778_1,0.010000000000000009,average,ANImf,778
GROS22-2_SAMEA112714783_MAG_00000030.fa,778_1,0.010000000000000009,average,ANImf,778
GROS22-2_SAMEA112714784_MAG_00000073.fa,778_1,0.010000000000000009,average,ANImf,778
GROS22-2_SAMEA112714811_MAG_00000257.fa,778_1,0.010000000000000009,average,ANImf,778
GROS22-2_SAMEA112714839_MAG_00000137.fa,778_1,0.010000000000000009,average,ANImf,778
GROS22-2_SAMEA112714841_MAG_00000070.fa,778_1,0.010000000000000009,average,ANImf,778
